customerLat,customerLong,intensity
-23.707328035575863,-46.53661757455686,18
-23.70709797825592,-46.70194689317968,1
-23.70693595632493,-46.49975110918768,11
-23.70689244546711,-46.69166124271453,16
-23.706697401869818,-46.54569149027648,19
-23.706582883432382,-46.52108999945175,1
-23.70628654550823,-46.41361115899485,6
-23.705814069392304,-47.02894506994056,2
-23.705505937358897,-46.7480837029568,2
-23.705450443973447,-46.58385800553772,7
-23.705362945797205,-47.42779076388936,22
-23.705345346932887,-46.74050034485543,1
-23.705183776848084,-46.45744742091284,14
-23.704795818924925,-45.44813814214166,4
-23.704740589864095,-46.40960792389481,3
-23.704695,-46.74536251442673,1
-23.704596,-46.68698474999999,5
-23.70451849073482,-46.58760197013455,4
-23.70449971747447,-46.78541732886421,5
-23.704341234520214,-46.52658390463978,14
-23.704237121011012,-46.77697081779098,10
-23.7042315,-46.56292199999999,5
-23.704218,-46.56634160301286,8
-23.70415355738601,-46.43531413895775,1
-23.704071652743195,-46.62357117592693,7
-23.70404669608747,-46.851423799613336,13
-23.70402762753189,-46.634320833198665,12
-23.703681589900427,-46.39617152902221,3
-23.70346053289281,-46.64984527324141,3
-23.703081988343243,-46.70994655023373,2
-23.70288935568095,-46.78277476116848,2
-23.702852723394397,-46.401558774842776,3
-23.702847856454856,-46.46224515823165,1
-23.702796689441573,-46.877468146497456,1
-23.70206320161832,-46.40534820551376,6
-23.701946825881567,-46.569023848338006,3
-23.701769784404224,-49.48408686288425,12
-23.701680965768528,-46.519658793517806,15
-23.700963546494453,-46.557739717969625,1
-23.70046905467713,-46.59875789425244,2
-23.700208159587977,-46.767377074383965,14
-23.70007597807146,-46.512702481822366,13
-23.70006588275225,-46.60516704669894,2
-23.699711335564587,-46.6181423963299,16
-23.69945854284748,-46.5484635,20
-23.699380666553203,-46.79162868370724,2
-23.699353075768943,-46.5600310818858,37
-23.69931254058364,-46.501432357095794,1
-23.699208583126545,-46.396572601159946,4
-23.699139501110743,-46.65764343444248,2
-23.698976615875125,-46.77651167583237,10
-23.69891158312654,-46.78192879600666,3
-23.698655741307,-46.37494648228108,1
-23.69800956174625,-46.70836982653356,3
-23.697919999999957,-45.44616999999994,4
-23.69778997887861,-46.609911,6
-23.697730897022385,-46.5789351895666,6
-23.697684135726192,-46.62333502914191,1
-23.697390601536316,-46.63974342468658,4
-23.69676708964741,-46.571862503895126,17
-23.696333654452097,-46.5268662352127,23
-23.69623798612153,-46.78661122107443,3
-23.695889045942334,-46.58174395098847,26
-23.6957959911132,-46.749366346096174,1
-23.69554254235653,-46.56158498222641,19
-23.695459617260106,-46.700388356367945,3
-23.695431233971945,-46.59243093588782,13
-23.695052270875475,-46.61040065612552,5
-23.69494349431585,-46.6662617134284,2
-23.69449836663973,-46.66092408964741,1
-23.694369129061094,-46.53028316527214,7
-23.694359383865077,-46.709580934358605,5
-23.69407314668433,-46.696282121299774,10
-23.693985995008337,-46.70188324132953,5
-23.693463942552917,-46.645365939494496,3
-23.69324449624909,-46.66778111518264,5
-23.693028139881143,-46.54695362280001,26
-23.69289565500035,-46.68021046531817,1
-23.6928580013246,-46.63964126947597,10
-23.692570009435062,-46.6654156866524,2
-23.6924084701656,-46.671153076605655,10
-23.69230323619365,-46.67778116374293,11
-23.692278245067488,-46.38667943429559,3
-23.69203911516186,-46.598344869217904,2
-23.69152722453689,-46.75794004524206,2
-23.691415484044064,-46.7126615789716,4
-23.691369029140542,-46.60741867158489,19
-23.691255150152926,-46.67608763849617,8
-23.69092956400813,-46.36382142766213,1
-23.69084022814357,-46.76464177116392,3
-23.69083765078016,-46.43968462843731,10
-23.69081489425242,-46.70642512406944,4
-23.69060277047145,-46.675096375526536,1
-23.690357821541895,-46.787174842633725,3
-23.69028149999999,-46.80095174999999,5
-23.690164844050702,-46.64635447931283,7
-23.690111259507173,-46.77166407132555,6
-23.69007059755325,-46.59995236023442,16
-23.68998492426291,-46.74113023496364,6
-23.68990576824974,-46.673522004443406,4
-23.689300411593344,-46.70065806950787,7
-23.68924295245188,-46.77704194190851,5
-23.68913659838998,-46.85084778934157,5
-23.68901505107045,-46.7921220298344,8
-23.689002904162685,-46.73645444552207,1
-23.688917125468198,-46.552552123595405,31
-23.688796442408677,-46.65406289884005,6
-23.688754983351576,-46.761048796006655,6
-23.688463578683145,-46.66371926533554,4
-23.68833599639332,-46.77583654010618,3
-23.688011001933244,-46.68861021758333,8
-23.687830870996216,-46.61065511474994,10
-23.687604648912163,-46.526392163742905,13
-23.687603634456785,-46.568897601996674,7
-23.68729227976227,-46.6417415487045,3
-23.687268645283744,-46.65942641180989,12
-23.68726696641469,-46.74885508979163,9
-23.687235450458758,-46.79042453427781,1
-23.687193239224257,-46.498261391639694,17
-23.6870235,-46.86083774999999,2
-23.686979510964274,-46.76072726380634,9
-23.68679323628961,-47.02210605008242,8
-23.686744432136894,-46.62957957175823,40
-23.68657085667157,-46.6336156466274,2
-23.68645557285476,-46.52061165889549,7
-23.68641917757002,-46.68575727212409,2
-23.68640097530149,-46.79388410713256,6
-23.686150211592487,-46.69345841828658,19
-23.685925683045728,-46.530850034133564,22
-23.68589526755725,-46.70593795115124,1
-23.685627523535963,-46.39538210513349,1
-23.68556929753588,-46.59852836343708,1
-23.685282,-46.826154,6
-23.68518013015762,-46.576104443793646,11
-23.685018180968267,-46.751723177765605,2
-23.685012,-46.71462147835991,4
-23.68496570160418,-46.645837491301336,3
-23.68493474436356,-46.73936141580894,4
-23.684752708292493,-46.648860805297495,2
-23.684751650008693,-46.66874074701369,6
-23.684721443793656,-46.58409388868383,25
-23.68464769605881,-46.62947754509782,7
-23.68451138108668,-46.64370289993739,4
-23.68415988120569,-46.78090967042456,11
-23.68384378129149,-46.73903090841936,13
-23.68363258006812,-46.77071537246812,4
-23.68354915724768,-46.63434401577974,7
-23.683428860378665,-46.5645381283686,6
-23.683345681038915,-46.74428159362726,3
-23.68326401970684,-46.67979979808413,3
-23.68324858673321,-46.76706281848348,2
-23.683209600611686,-46.714760984044055,3
-23.683086209273448,-46.78696567415893,10
-23.683053826002467,-47.01811401873671,2
-23.682426164462303,-46.41716622339997,3
-23.682410451768614,-49.82536034961159,9
-23.68225483596861,-46.75069807299899,5
-23.682131350539567,-46.66504797530148,5
-23.68189400805008,-46.64407442922272,2
-23.68181716818632,-46.69358762072255,4
-23.681597584511525,-46.70296154954124,6
-23.68154367287679,-46.54860292461662,5
-23.681542547319527,-46.70780575451552,3
-23.681528172081464,-46.65219770413756,4
-23.68126777542048,-46.612177805125086,7
-23.681251529834388,-46.509166226470136,22
-23.680906533441068,-46.43319342105705,28
-23.680864645017028,-46.75490222537361,2
-23.68080098473656,-46.6840241297536,3
-23.680475099082475,-46.63292855759133,1
-23.68044954007072,-45.43229645992926,2
-23.680178204541587,-46.69191023495291,4
-23.68011442853022,-46.4524537436668,17
-23.680098,-46.78833855164511,9
-23.68008452677597,-46.62410537301638,21
-23.68000539394436,-46.41760887700971,14
-23.679775123453,-46.75675398689416,6
-23.679122060505502,-46.79956128420569,8
-23.679118232222425,-45.43501375902471,6
-23.679010904807125,-46.79185744851908,6
-23.678985771856432,-46.678985470858095,16
-23.678798920064235,-46.45947764149177,17
-23.678719438253747,-46.85362107799065,4
-23.678377931444405,-46.44875067816964,1
-23.678376280486216,-46.51874553931426,5
-23.678278009435065,-46.77417885290551,3
-23.67819995337295,-46.740778559120535,6
-23.67803834110451,-46.648862088262426,4
-23.678013792948253,-46.767386058428045,3
-23.677842705889724,-46.37034543343759,3
-23.67774108964741,-46.66864662392521,11
-23.677727433579197,-46.57846927312583,1
-23.67767491479598,-46.66746403566277,2
-23.67762266472387,-46.75190878795657,7
-23.67757760408092,-46.7784201147977,4
-23.67752431607565,-46.66413883147605,1
-23.67738138328816,-46.64597535706043,1
-23.677093306465256,-47.02318103367326,8
-23.676946770733164,-46.6463250230632,1
-23.676889165987035,-52.61167898025696,2
-23.67633520667964,-46.7382099886024,4
-23.676081379969936,-46.60577024158935,17
-23.67605454870451,-46.679325825292814,8
-23.67604623980033,-46.76574141618096,4
-23.676027730141065,-46.34579957525459,2
-23.675905499567303,-46.75188111226845,6
-23.67566850043268,-46.56173349708581,1
-23.675647473772287,-46.7439011194818,3
-23.67562886594724,-46.750540337497824,4
-23.675628625858444,-46.76198409977497,3
-23.67556158090484,-46.65364099417161,1
-23.675481599064906,-46.63836818219174,7
-23.6752188687172,-46.77215835345377,2
-23.67517847547439,-46.44983266763805,26
-23.67509989869582,-46.69232671357261,5
-23.675073590339892,-46.64998408673321,2
-23.675037359389663,-46.524784094929146,25
-23.67501017124474,-46.679538766172286,9
-23.67486999999994,-46.55761999999999,1
-23.674588376074794,-46.63830149999998,5
-23.674461795765527,-46.68681964921501,1
-23.674454445015115,-46.50700299500791,12
-23.67406207133365,-46.54253172678956,11
-23.67397186066712,-46.70915652080336,1
-23.67382506591659,-46.58883029060229,4
-23.67374799140165,-46.69440052596791,2
-23.673659543424392,-46.55981291909515,2
-23.67363493259273,-46.65599164613879,5
-23.67351282875526,-46.71412404302038,4
-23.67315273834499,-46.68668321804585,6
-23.6730025405404,-46.41990468550459,2
-23.6729461091774,-52.63516369645153,1
-23.6728955589763,-46.77665233389114,6
-23.67285946433722,-46.79496372453689,2
-23.672818885654088,-46.75980281891616,12
-23.67262267819595,-46.76950770669112,4
-23.672601536280453,-46.186061261526056,1
-23.67222968995874,-46.65087270733935,1
-23.67219549120011,-46.55498327699232,1
-23.6721764074384,-46.71235296003805,1
-23.672131057580494,-46.5974528287911,4
-23.67208977101971,-46.739566162646405,13
-23.67208722453689,-46.74664062906108,6
-23.671959474609,-46.80336321397664,19
-23.67195566956539,-46.559180836442245,8
-23.67181032001268,-46.69295810713254,4
-23.671791943101173,-46.50083247792724,15
-23.67170527422236,-46.58997464458433,6
-23.67156097030984,-46.46933216922553,18
-23.671051092705824,-46.59653521980502,1
-23.670929061172227,-46.635008537473325,1
-23.670905962519555,-46.56443563419699,2
-23.67089250180615,-46.76035586712516,5
-23.670706610046736,-46.66108764570951,7
-23.670374418102146,-46.525675033179645,21
-23.67034517594794,-46.60576971189919,6
-23.6701429730798,-46.72916299624908,10
-23.669731383288145,-46.58979967666909,15
-23.66967527586777,-46.588902340056265,5
-23.669657221034846,-46.810737255407446,10
-23.669650204830045,-46.6772005582838,6
-23.66952984179699,-46.755049185267424,1
-23.669511631975293,-46.64047308243405,3
-23.669500739338982,-46.555865753130526,1
-23.66930462115525,-46.48159847045406,56
-23.6691531829015,-46.57903702345776,1
-23.66904722592188,-46.65549803220033,2
-23.66900465722205,-46.71802455259966,10
-23.66897161033521,-46.70251155358061,8
-23.668853228143576,-46.6487743097409,4
-23.66875959201334,-46.53653409354255,26
-23.66869027477061,-46.75727635567546,4
-23.66837933306229,-52.59191128521868,5
-23.668312295314184,-46.50547970468581,12
-23.668262822638415,-46.597940971579234,4
-23.668246676380637,-46.64370220191586,3
-23.66818375378558,-46.64595940053346,5
-23.66814509853421,-46.55717758410748,3
-23.668034915001563,-46.78780191603595,5
-23.66800916734961,-46.430377660540266,7
-23.66788559645675,-46.74222196488547,5
-23.667843855675457,-46.66038973120199,4
-23.667798979822432,-46.595983177956725,4
-23.667495097697493,-46.74613564946042,3
-23.667425878313043,-46.68567454056232,5
-23.66734335045476,-46.78750322877922,10
-23.66725241352657,-46.61187711336496,1
-23.66721675288362,-46.49913206319721,30
-23.667205588510274,-46.59270730426241,2
-23.66710446211552,-46.76940816694557,3
-23.66708614601108,-46.4092444758603,1
-23.667041652697392,-46.67496025552495,6
-23.666923378943824,-46.67197187894382,3
-23.666874925067773,-46.488005120174286,6
-23.666837080690684,-46.66437239509124,2
-23.66682232944774,-46.56472102827652,4
-23.66680329236412,-46.78338322207837,9
-23.66678036912124,-46.590469125165946,2
-23.666655446303828,-46.53485782638931,17
-23.666629119597378,-46.808828744503536,1
-23.66649173563396,-46.609050952987886,1
-23.666436408909707,-46.65554725086943,1
-23.66642540233641,-46.69445002223827,19
-23.666423029141896,-46.75327763128279,5
-23.66601020507137,-46.417492741462645,4
-23.665954171562984,-45.43486616013568,5
-23.66594814120814,-46.56326420731818,7
-23.665930600578445,-47.02993636190237,6
-23.665830151019893,-52.614711598391736,3
-23.66574853150783,-46.590766340671806,4
-23.665703457960586,-46.51808196779969,14
-23.66556687621902,-46.65126193505109,7
-23.66553237414156,-46.60601690339903,3
-23.665532196779964,-46.67940095905711,1
-23.66530789869583,-46.72985416250216,8
-23.6652365276127,-46.73926853941369,5
-23.66509253952925,-46.57225469608747,2
-23.66495996808814,-46.55527363364872,3
-23.66461410701088,-52.6227310016816,1
-23.664613967185403,-46.76746998305712,4
-23.664515636418688,-46.80278326934626,15
-23.664502918276984,-47.581761427942936,12
-23.66447124424373,-46.69672224424374,5
-23.66429284762538,-46.73636514418031,6
-23.66428185651218,-46.69108104039464,4
-23.664255516792647,-46.68857909339831,18
-23.66421977906979,-46.64701046142303,6
-23.664030171244736,-46.75469776617227,2
-23.663992138496155,-46.75249755467712,3
-23.66364846622004,-46.79594902419812,11
-23.663578504587623,-46.61717632638933,5
-23.663555129869607,-45.450023078594775,1
-23.66341647322403,-46.59150434067182,2
-23.66336209576426,-46.682048105747576,5
-23.663310799613352,-46.78904301832187,1
-23.663291290870784,-46.57297160450682,1
-23.663284848721897,-46.7212299323967,3
-23.663137913959265,-46.63263933166945,4
-23.662999126370345,-46.314323546329,1
-23.662872365543212,-46.89330326172887,1
-23.662697333602686,-46.5741239317042,3
-23.662619893941677,-46.67229103483356,3
-23.662593167638065,-46.71798316763807,2
-23.662509705522535,-46.59916383625709,1
-23.66246075422907,-51.36170643202616,2
-23.66229594754457,-46.67442152262103,4
-23.66203473621403,-46.43295618463559,25
-23.66194585928213,-46.76384176158465,1
-23.661929660568923,-46.60976968056424,4
-23.661923109309388,-46.626498057122376,11
-23.661894701775957,-46.71730168665694,3
-23.661877777684808,-46.65707556272721,3
-23.661825810522608,-46.637741067099256,4
-23.661498645853747,-46.66027650305843,1
-23.66148702746846,-46.56416174311855,1
-23.6614322514571,-46.76008267929481,5
-23.66138798473656,-46.75169947238731,8
-23.66130574219674,-46.78506411329512,4
-23.66124907770219,-46.616840543857066,13
-23.661151396618354,-46.70055719816495,2
-23.66110025673721,-46.566373928818685,5
-23.6610325434244,-46.57308361809683,2
-23.6610228506838,-46.66426972730685,7
-23.66079909769749,-46.72552379003407,4
-23.66072976183469,-46.70779649423597,5
-23.660634268942232,-46.64918209631252,3
-23.66063087262145,-46.56591824796124,1
-23.660562499307517,-46.7754027171793,10
-23.66044808687745,-46.60164935581968,1
-23.66038744517864,-46.73521357245073,7
-23.66033225007211,-46.52820295475792,11
-23.66028776380634,-46.7316963702464,4
-23.660085006057287,-46.64421113329966,1
-23.66000771579432,-46.63944241479597,6
-23.659989232875425,-46.56453441006411,3
-23.65984765821185,-46.41012686754482,1
-23.65984516152121,-46.677882320849406,3
-23.659814137170077,-46.52676210599556,2
-23.659805934108583,-52.60600388710681,22
-23.65970422009349,-46.64247430974089,2
-23.65968591727749,-46.60813165029715,2
-23.65957039301168,-46.56093532529281,5
-23.65935571412088,-46.76962645115125,4
-23.6593305,-46.61609849999999,10
-23.65931721291569,-46.74501784139144,5
-23.659303243407013,-46.670443433666094,5
-23.659233203083232,-46.99692810611056,43
-23.659069285042403,-46.6611704469963,2
-23.658965580904837,-46.59704298946843,5
-23.658831533729536,-46.861262119077765,7
-23.658803811270115,-46.60626808465576,2
-23.65855761964661,-46.60333029923936,1
-23.65852158573596,-46.45154258453908,20
-23.65851376770149,-46.60196618039135,1
-23.65848465849582,-46.41574795049544,5
-23.658173099178697,-46.79023746675085,3
-23.657936084499852,-46.61598152483371,4
-23.65793138222329,-46.57814372543052,1
-23.65788244662666,-46.5698263341317,4
-23.657862685268714,-46.70405184968499,2
-23.657594422076475,-46.6989063034577,17
-23.657568516330223,-46.59745476934487,6
-23.657560763806348,-46.707845720785976,1
-23.657379641968312,-46.37402022795534,5
-23.6572766081135,-46.80590562447345,13
-23.657250175378767,-46.61075944811122,26
-23.657108877604,-46.68292916319465,3
-23.657102948092827,-46.73313710866176,2
-23.657046684430707,-46.77487448320736,8
-23.657006211754563,-46.69464166351906,4
-23.65685448590773,-46.75778197836609,4
-23.65677048182236,-46.71340468220902,7
-23.656676689970634,-46.44420755410021,23
-23.656650160424697,-46.77635938288413,2
-23.656604474999934,-46.497593835999965,1
-23.65656157967509,-46.77925716266672,11
-23.6563369483522,-46.73044073141923,6
-23.656293518994904,-46.55412213733605,31
-23.656277912574293,-46.69147445905709,16
-23.6562615,-46.57403699999999,3
-23.65625740882337,-46.65840058465576,1
-23.65609467718869,-46.56810262888819,3
-23.655848186508187,-46.753966419239376,5
-23.655811431588635,-46.658434242858746,5
-23.65543130409456,-46.46633073522143,2
-23.65537503694021,-52.62761849865488,2
-23.655363443793654,-46.56736085593526,2
-23.655113618612447,-47.22029237277671,31
-23.65505507531975,-46.36192942133493,3
-23.65500276242136,-46.63588981932019,1
-23.654997981877287,-46.56934699284744,1
-23.654906570084798,-46.81387707340303,8
-23.6548630181104,-46.699752898280366,7
-23.654854689614456,-46.32307649308429,8
-23.65447316625308,-46.61013118013155,6
-23.654302322522845,-46.69065605661037,4
-23.6542899592186,-52.00035759908371,1
-23.654232282820697,-46.73677309838999,10
-23.65418889592587,-46.6622343223786,2
-23.65410704801203,-46.65027344379366,7
-23.654069004991666,-46.74337428420569,1
-23.654055903741376,-46.592718659116976,4
-23.653995233971955,-46.713496892867454,5
-23.65393359616828,-46.66380577629982,2
-23.65383348488079,-46.72035166610886,2
-23.653652752149583,-46.63635748917997,8
-23.65339541854689,-46.66870379254422,2
-23.65322346961835,-46.67500855960668,4
-23.653211574239744,-46.55446338438468,30
-23.653139467684092,-46.57764104954123,4
-23.65313653566277,-46.75922277560735,17
-23.653133822090147,-46.76031588842404,2
-23.653066023313517,-46.74602714141034,12
-23.652995112960937,-46.78211825214959,7
-23.652963911189307,-46.6406214672514,8
-23.65281620260835,-46.59941026824976,10
-23.652801714124177,-46.7682836429379,31
-23.65260815350081,-52.58404004928551,1
-23.652577048012027,-46.70547396932887,1
-23.65250284762537,-46.66809535567546,5
-23.652496885105823,-46.83798857631722,1
-23.652243364533746,-46.68561354481064,1
-23.652185207051755,-46.6654909926424,8
-23.65210902582368,-46.6472733835766,8
-23.65199369357731,-46.63747372632592,2
-23.65198043825374,-46.54095207799065,37
-23.651919356367944,-46.68110818679663,2
-23.651760091032397,-46.67056245669116,11
-23.651715093143583,-46.787411725868246,8
-23.651678503750905,-46.55365613794789,15
-23.651624713572616,-46.548151575076446,10
-23.65162088926077,-46.60351488689484,11
-23.651355387214583,-46.733743760102726,4
-23.651239886622815,-46.57099474225144,17
-23.65122827692988,-46.639731778343,2
-23.65119089064574,-46.65814352983438,6
-23.651114842510157,-46.75521082321932,10
-23.651105051330244,-46.575984914363296,2
-23.651048713024363,-46.568892783773,2
-23.65087350781812,-46.71841117084985,6
-23.65078411962603,-46.661168220930215,4
-23.65075406105376,-46.65502005773554,6
-23.65064487501945,-46.85714590274967,5
-23.65061675956269,-46.44785358938896,1
-23.650602102678075,-46.795999133052526,14
-23.650484175688145,-46.73618254579033,4
-23.650419321945925,-46.69840379822837,4
-23.65039033028447,-46.80292564377628,12
-23.65030577512848,-46.95766240287004,4
-23.65023919539498,-46.7026082396561,7
-23.65022849792253,-46.65698846557798,5
-23.65011090146578,-46.77797782791854,4
-23.64984651679265,-46.69441979516995,2
-23.64976236303304,-46.782368874545575,12
-23.64932530252754,-46.59615174424373,6
-23.64926293144441,-46.74191755176293,10
-23.648882159834155,-46.708054418572566,2
-23.648744078441307,-46.33713793016226,5
-23.648531532056097,-46.7353188702464,2
-23.64848693357811,-46.75818167444609,10
-23.6483172917075,-46.73174552524676,1
-23.64822256966949,-46.59868551038766,4
-23.648170917596605,-46.68519758049092,1
-23.64810840660168,-46.6758131065843,1
-23.648081175688144,-46.74195780030584,3
-23.648039999999995,-46.42062074999998,1
-23.647989767508744,-46.63798076091446,1
-23.647920569248072,-46.60845362378099,5
-23.64789179932489,-46.75019352276526,2
-23.647535161809685,-46.7145727857349,2
-23.64750993282939,-46.64190548626578,12
-23.64742980183505,-46.63695438634658,1
-23.647126672773947,-46.77838211463436,1
-23.64703574049283,-46.65745737108312,1
-23.64698286895065,-46.8457050644261,6
-23.64684593421437,-46.6660547231519,32
-23.6467133119626,-46.73416647224307,1
-23.646694798776625,-46.69861348043737,2
-23.64666879464098,-46.70170205392939,8
-23.64666482292688,-46.7203832596514,2
-23.64645316564389,-46.66995830987091,10
-23.64642952510253,-46.433690298084144,22
-23.64640934471119,-46.734035752149566,3
-23.646246311207523,-46.66349868836885,4
-23.646070791563275,-46.60543287621901,7
-23.646014863725537,-46.65027191909516,7
-23.646005832361936,-46.70615173022103,2
-23.645771633360276,-46.98439885206878,2
-23.645729347481154,-46.518892643487824,6
-23.645673367188,-46.634605659992,1
-23.64540528049048,-46.6735437853221,2
-23.64524193228113,-46.70359922952856,1
-23.64518277768481,-46.64275852192855,14
-23.645106,-46.83806297056964,16
-23.645072322554213,-46.712876567528674,3
-23.64503711350367,-46.31414423553099,3
-23.64502698084141,-46.646226916873445,5
-23.64501955695552,-52.61797557523342,2
-23.64498629682881,-45.42645011145103,9
-23.644685514570952,-46.76780445920133,12
-23.64445281409649,-46.70007520249481,5
-23.644438912091005,-46.53988531353385,25
-23.644417694414035,-46.586859987794966,7
-23.644289462115523,-46.701457465029705,9
-23.64428184430716,-46.90232761143171,4
-23.6442788484621,-46.66304850360666,6
-23.643822824311854,-46.67486646211552,1
-23.6436479625422,-46.56386065319333,18
-23.64358026840783,-46.73208462230973,6
-23.643488210658436,-46.605521299613336,7
-23.643423,-46.60827299999998,7
-23.643335839027035,-46.66315536095557,5
-23.64320290313922,-46.653854804056735,3
-23.64309058728148,-46.51261568180499,18
-23.642879059200038,-46.70028344521364,2
-23.64240477118844,-46.84976106435324,4
-23.64228004218365,-46.67644720399333,1
-23.64206444771412,-46.60116086192853,8
-23.642055128786254,-46.76451918240224,2
-23.642000682560305,-46.760385963274885,10
-23.641839534826047,-46.7689405649489,5
-23.641768213901397,-46.59622988491383,5
-23.641715958851808,-46.72018976432155,1
-23.641264649957648,-46.80037274803932,8
-23.64121685132117,-46.69870963243902,1
-23.64118724923539,-46.7311988716314,5
-23.64090150541207,-46.67021054334753,8
-23.640808668692408,-46.65513298716066,3
-23.640724351376285,-46.85460656771887,1
-23.64061866639731,-46.69656570788847,5
-23.64058531779098,-46.68738529447745,1
-23.640571559593745,-46.57077300194981,24
-23.64054058006812,-46.75217512101102,12
-23.64036523446758,-46.65212213182845,8
-23.640077776848084,-46.71505610462239,5
-23.64005026311385,-46.77842218067981,6
-23.639808352761264,-46.67596743228113,4
-23.639620380229736,-46.50604149140166,24
-23.63943727552105,-46.70454713769652,2
-23.6393961232311,-46.79127816548621,8
-23.63933091257429,-46.74136005926474,3
-23.63932372522937,-46.78276059922671,8
-23.63927121218814,-46.77614997992145,1
-23.639183119626036,-46.665798720930205,9
-23.639173438253746,-46.655073366639726,2
-23.63888466388715,-46.49858921994927,17
-23.63874234192172,-46.63180247157553,9
-23.638721562871435,-46.837239103381634,3
-23.638582820562608,-46.60817566849105,6
-23.63854843991764,-46.6023201830101,4
-23.63853295482434,-46.32711444670977,3
-23.638529096024048,-46.6345041021409,5
-23.63835264234323,-46.695134636176775,2
-23.638319298084145,-46.681948932973626,2
-23.638223126839392,-46.801967395781645,15
-23.637923790178284,-46.68551701333019,2
-23.63772854593455,-46.75823555759132,2
-23.6376693781232,-45.440386507791175,4
-23.637621164031383,-46.71906179516995,6
-23.63750225728548,-46.610229425760245,6
-23.637496609498484,-46.57411344809283,11
-23.637370499999992,-46.61175149999999,1
-23.637285303364266,-46.519363822926856,17
-23.63708703191186,-46.629297581597314,2
-23.63697817262972,-46.597344244243736,4
-23.636901572048775,-46.11791706500876,1
-23.63665699295384,-46.69477973651988,1
-23.63662620516105,-46.7894501995806,3
-23.63659649486411,-46.5773379045242,12
-23.63658677185643,-46.59041051970684,1
-23.636521320012687,-46.77320758159732,5
-23.636429014715176,-46.640920992642414,18
-23.63637884984708,-46.64459995420968,8
-23.63633439439665,-46.64885115015292,2
-23.636242246465432,-46.65387207077728,2
-23.636208457701084,-46.9756788948205,7
-23.636097733279467,-46.65986731779097,1
-23.63602166887882,-46.65068692951116,6
-23.63580786663679,-46.71209825910773,16
-23.6358037821282,-46.63803244364944,26
-23.63570361948181,-46.69536425007211,5
-23.635701,-46.46231774999998,14
-23.63564553344107,-46.705813333891136,1
-23.635596300305835,-46.61817666694557,1
-23.63556170468581,-46.73325836124404,10
-23.63545752899768,-46.67820734373024,2
-23.635424074383973,-46.87334113976557,1
-23.635420040798664,-46.557697421316846,3
-23.63539120245054,-46.69683581334274,11
-23.635380283258527,-55.01759248052121,1
-23.63536464723873,-46.756094207600015,3
-23.63536245767212,-46.61871472315191,5
-23.63513850513589,-46.74873850943505,2
-23.635090655288817,-46.63635372924009,7
-23.63501354177962,-46.50399501887012,27
-23.635009298920856,-46.66522366916728,5
-23.63467626755726,-46.66307784026777,3
-23.63461395920133,-46.60225462975359,7
-23.634612720925688,-46.74535251697112,3
-23.63460336663973,-46.76865204717532,9
-23.634575496537547,-46.60830436372555,5
-23.634371993697386,-46.69705973760974,9
-23.634156425760256,-46.59401333250615,5
-23.634036409637226,-46.5224455154359,4
-23.633982471002327,-46.77712236663973,2
-23.633964565641403,-46.74107526602805,3
-23.63354212101101,-46.7242709089676,2
-23.633508408299885,-46.68258353086217,2
-23.63329280322003,-46.73784151540766,8
-23.633015143776277,-46.70610495351717,16
-23.63298562975359,-46.62612026686477,4
-23.63295667110052,-46.46090903788448,5
-23.632892237261945,-46.66113040804333,3
-23.63280320739602,-46.739237617304966,5
-23.63275291840267,-46.7664793477696,1
-23.632471531986614,-46.65856911111121,1
-23.63244040161001,-46.68337445337295,1
-23.632319957479847,-46.73365392913309,10
-23.6322501723814,-46.75266983686787,9
-23.632235999999992,-46.61515349999999,2
-23.632233590339897,-46.70564659325408,6
-23.632217497085804,-46.56711098167813,18
-23.631791720785976,-46.80447093588782,10
-23.631758958364607,-46.69967548098564,2
-23.6316797132036,-47.825748459490136,2
-23.631629752149585,-46.61843753635527,4
-23.631559910352596,-46.6425834888915,13
-23.63146799477654,-46.43860499812637,11
-23.631438405216706,-46.58678453580699,7
-23.631396027053583,-46.604518383488205,7
-23.63133471752179,-46.75945889273972,11
-23.631274287567287,-46.66813874819448,5
-23.631268302726,-49.31493272929448,2
-23.63104970774424,-46.75049532722605,4
-23.63073693828196,-46.73651846084102,13
-23.630734792111525,-46.75447497169482,2
-23.63072808604073,-46.62775400291417,1
-23.63058688480546,-46.61784924409308,1
-23.630494672773946,-46.691768677073135,8
-23.630417161261416,-46.82669592270185,11
-23.63036454454957,-46.5101659848808,5
-23.630345417425414,-46.75497560051969,1
-23.63034221648905,-46.76340286711479,4
-23.63029446211553,-46.62350029239998,3
-23.63003990536092,-46.67095325881467,3
-23.629928113512143,-46.76822668944287,1
-23.62978660644006,-46.67613296863638,1
-23.62977799362336,-46.64021694393789,5
-23.629764027756927,-46.46464969025911,7
-23.629611017485143,-46.78773145475794,13
-23.629516992283627,-45.435383939269386,5
-23.629371485429047,-46.61054840743839,6
-23.62936402042012,-46.52450728432847,23
-23.62885516348312,-46.731968359714834,4
-23.62882679156327,-46.71923267485142,3
-23.62880268351412,-46.69123743429186,3
-23.62835584707712,-46.81310630988513,1
-23.62808887593056,-46.66473974409951,3
-23.62803380682671,-46.67748135498297,1
-23.627971016648427,-46.71095884609617,12
-23.627917099919195,-46.70291843519532,7
